Contract Name,"GPT Oss 120b","GPT Oss 20b API","GPT Oss 20b Local","Grok 4.1 fast non-reasoning","Grok 4.1 fast reasoning","Devstral","Magistral Medium","Magistral 24b API","Devstral Small API","Magistral 24b Local","Devstral Small Local","Qwen3 235b thinking","Qwen3 30b thinking API","Qwen3 235b instruct","Qwen3 30b instruct API","DeepSeek Chat","DeepSeek Reasoner","DeepSeek R1 14b Local"
"MissingZeroAddressValidationFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN","TN"
"MissingZeroAddressValidation","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN","FN"
"VulnerableDelegateCALLFixed","FP","TN","FP","FP","FP","FP","FP","FP","FP","FP","FP","FP","FP","FP","FP","FP","FP","FP"
"VulnerableDelegateCALL","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"TimestampDependencyFixed","TN","TN","TN","FP","FP","TN","TN","TN","FP","FP","FP","FP","FP","TN","FP","FP","FP","TN"
"TimestampDependency","TP","FN","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","FN","TP","FN"
"TransactionOrderDependencyFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"TransactionOrderDependencyHashFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"TransactionOrderDependencyHash","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"TransactionOrderDependency","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"BadRandomNumberGenFixed","TN","TN","TN","FP","FP","FP","FP","TN","TN","TN","TN","FP","TN","FP","TN","FP","TN","TN"
"BadRandomNumberGen","FN","FN","TP","TP","TP","TP","FN","FN","FN","FN","TP","TP","TP","FN","FN","TP","TP","FN"
"BlockVariableDependencyFixed","FP","TN","FP","FP","FP","FP","TN","TN","TN","TN","TN","FP","TN","TN","FP","FP","TN","TN"
"BlockVariableDependency","FN","FN","TP","TP","TP","TP","TP","FN","FN","FN","FN","TP","TP","TP","TP","TP","TP","TP"
"ImproperPrivateVariableSecretFixed","TN","TN","TN","FP","TN","FP","FP","FP","TN","TN","TN","FP","FP","FP","FP","FP","TN","TN"
"ImproperPrivateVariableSecretMinimalFixed","TN","TN","TN","TN","TN","FP","TN","TN","FP","TN","TN","TN","TN","FP","FP","FP","TN","TN"
"ImproperPrivateVariableSecretMinimal","FN","FN","FN","FN","FN","TP","TP","TP","TP","TP","TP","FN","FN","TP","FN","FN","TP","FN"
"ImproperPrivateVariableSecret","FN","FN","FN","FN","TP","TP","FN","FN","TP","FN","FN","TP","TP","TP","FN","FN","FN","FN"
"UnpredictableStateDynamicLibrariesFixed","TN","TN","FP","FP","FP","TN","TN","TN","TN","TN","TN","TN","TN","FP","FP","FP","TN","TN"
"UnpredictableStateDynamicLibraries","TP","FN","FN","TP","TP","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN","FN","TP","TP"
"BlockhashDependencyFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"BlockhashDependency","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"CallReturnValueNotCheckedFixed","TN","TN","TN","FP","FP","FP","FP","FP","FP","TN","FP","TN","TN","FP","TN","FP","FP","FP"
"CallReturnValueNotCheckedHiddenFixed","TN","FP","TN","FP","FP","FP","FP","FP","FP","TN","FP","TN","TN","FP","TN","FP","FP","FP"
"CallReturnValueNotCheckedHidden","TP","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","FN","TP","TP","TP","TP","TP"
"CallReturnValueNotChecked","TP","TP","TP","TP","TP","TP","TP","FN","TP","FN","TP","TP","TP","TP","FN","TP","TP","TP"
"SendReturnValueNotCheckedFixed","FP","TN","TN","TN","TN","TN","FP","FP","FP","FP","FP","TN","TN","TN","TN","FP","TN","TN"
"SendReturnValueNotCheckedHiddenFixed","TN","TN","TN","FP","TN","FP","FP","TN","FP","FP","FP","TN","TN","TN","TN","TN","TN","TN"
"SendReturnValueNotCheckedHidden","TP","FN","TP","FN","TP","TP","TP","TP","TP","TP","TP","FN","FN","TP","FN","TP","FN","FN"
"SendReturnValueNotCheckedInconsistentFixed","TN","TN","TN","FP","FP","FP","TN","TN","TN","FP","TN","TN","TN","TN","TN","FP","FP","TN"
"SendReturnValueNotCheckedInconsistent","FN","FN","FN","TP","TP","TP","FN","FN","FN","TP","FN","FN","FN","FN","FN","TP","FN","FN"
"SendReturnValueNotChecked","TP","TP","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"ValueNotCheckedFixed","TN","TN","TN","TN","FP","TN","FP","TN","FP","TN","FP","TN","TN","TN","FP","FP","TN","TN"
"ValueNotChecked","TP","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","FN","TP"
"MishandledOutOfGasExceptionFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"MishandledOutOfGasException","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"LockedEtherFixed","TN","TN","TN","TN","TN","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"LockedEther","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"EtherLostInTransferFixed","TN","TN","FP","FP","FP","TN","FP","TN","TN","TN","TN","FP","TN","TN","TN","TN","TN","TN"
"EtherLostInTransfer","FN","FN","TP","TP","TP","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN","FN","FN"
"EtherLostSimpleFixed","TN","TN","FP","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","TN","FP","FP","TN","TN"
"EtherLostSimple","FN","FN","TP","TP","FN","FN","FN","FN","FN","FN","FN","FN","TP","TP","FN","FN","FN","TP"
"DenialOfServiceGasLimitBetsFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"DenialOfServiceGasLimitBets","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"DenialOfServiceGasLimitFixed","TN","TN","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"DenialOfServiceGasLimit","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN"
"DenialOfServiceLoopFixed","TN","TN","TN","TN","FP","TN","FP","FP","FP","TN","TN","FP","TN","TN","FP","FP","FP","TN"
"DenialOfServiceLoop","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN","TP","FN","FN","FN","TP","TP","FN"
"InsufficientGasGriefingFixed","TN","TN","TN","TN","TN","TN","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN"
"InsufficientGasGriefing","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"GasCostlyLoopsFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"GasCostlyLoops","FN","FN","TP","TP","FN","TP","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN","TP","FN"
"ComplexFallbackFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN"
"ComplexFallback","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"GasCostlyPatternStateVariableComputationsFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"GasCostlyPatternStateVariableComputations","TP","TP","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"HighGasConsumptionDataTypeFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"HighGasConsumptionDataType","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"HighConsumptionFunctionTypeFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN","FP","TN","TN","TN","TN"
"HighConsumptionFunctionType","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"UnderPricedOpcodesFixed","TN","TN","TN","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"UnderPricedOpcodes","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"TransactionOriginAuthFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"TransactionOriginAuth","FN","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","FN","FN"
"DefaultAccessModifierSimpleFixed","TN","TN","TN","FP","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN"
"DefaultAccessModifierSimple","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"DefaultAccessModifierVariableFixed","TN","TN","TN","FP","FP","TN","TN","FP","TN","FP","FP","TN","TN","FP","TN","FP","FP","TN"
"DefaultAccessModifierVariable","FN","FN","FN","TP","TP","FN","FN","FN","TP","TP","FN","FN","TP","TP","TP","TP","TP","FN"
"UnInitializedConditionStateVariableFixed","TN","TN","FP","FP","FP","FP","FP","FP","FP","FP","FP","TN","TN","TN","FP","FP","TN","TN"
"UnInitializedConditionStateVariable","FN","FN","FN","TP","TP","FN","FN","TP","TP","FN","TP","FN","FN","TP","TP","TP","FN","TP"
"UnprotectedSelfdestructFixed","FP","TN","TN","FP","FP","FP","FP","FP","FP","FP","FP","TN","TN","FP","FP","TN","TN","FP"
"UnprotectedSelfdestruct","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"UnprotectedTransferFixed","TN","TN","TN","TN","FP","TN","TN","TN","TN","TN","FP","FP","FP","TN","TN","TN","TN","TN"
"UnprotectedTransfer","FN","FN","FN","TP","FN","FN","FN","FN","FN","FN","FN","TP","TP","TP","FN","TP","TP","FN"
"SignatureBasedVulnerabilityFixed","TN","TN","TN","FP","FP","TN","TN","TN","TN","TN","TN","FP","TN","TN","TN","FP","FP","TN"
"SignatureBasedVulnerability","FN","FN","FN","TP","FN","TP","FN","FN","FN","FN","FN","TP","TP","FN","FN","TP","TP","FN"
"SignatureMaleabilityFixed","FP","TN","TN","TN","TN","FP","FP","TN","TN","TN","TN","FP","TN","TN","TN","FP","TN","TN"
"SignatureMaleability","FN","FN","FN","TP","TP","TP","FN","FN","FN","FN","FN","FN","FN","FN","FN","TP","TP","FN"
"UInt8OverflowFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN","TN","FP","TN","TN","TN","TN"
"UInt8Overflow","FN","FN","FN","FN","FN","FN","TP","FN","TP","TP","FN","FN","FN","TP","TP","TP","TP","FN"
"DivideByZeroDirectFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"DivideByZeroDirect","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"DivideByZeroMinimalFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"DivideByZeroMinimal","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"PossibleDivisionByZeroArrayElementFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"PossibleDivisionByZeroArrayElement","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"PossibleDivisionByZeroArrayLengthFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"PossibleDivisionByZeroArrayLength","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"PossibleDivisionByZeroFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"PossibleDivisionByZeroMappingElementFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"PossibleDivisionByZeroMappingElement","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"PossibleDivisionByZero","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"IntegerDivisionReminderFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"IntegerDivisionReminder","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"UnmatchedTypeFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN","FP","TN","TN"
"UnmatchedType","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN","FN","FN","FN","TP","TP","FN","FN"
"AccidentalTypoFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"AccidentalTypo","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN","FN","FN","TP","FN"
"ChecksEffectsInteractionsSendFixed","TN","TN","TN","TN","TN","FP","FP","FP","FP","FP","FP","FP","TN","FP","FP","FP","TN","FP"
"ChecksEffectsInteractionsSend","TP","TP","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"ChecksEffectsInteractionsTransferFixed","TN","TN","TN","FP","TN","FP","FP","FP","FP","FP","FP","FP","TN","FP","FP","FP","TN","TN"
"ChecksEffectsInteractionsTransfer","TP","TP","FN","TP","TP","TP","TP","FN","TP","TP","TP","TP","FN","TP","TP","TP","TP","TP"
"FunctionOrderFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"FunctionOrder","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"StringQuotesFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"StringQuotes","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"DeprecatedFunctionsFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"DeprecatedFunctions","FN","FN","TP","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN","FN","FN","TP","TP","FN"
"UseOfAssemblyFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"UseOfAssembly","TP","FN","FN","FN","TP","TP","TP","TP","TP","TP","TP","FN","FN","TP","TP","TP","TP","TP"
"MultipleInheritanceConstructorOrderFixed","FP","TN","TN","FP","TN","FP","TN","FP","TN","FP","FP","TN","TN","FP","FP","FP","FP","FP"
"MultipleInheritanceConstructorOrder","TP","FN","TP","TP","TP","TP","TP","FN","TP","TP","TP","TP","TP","TP","FN","FN","FN","FN"
"ShadowingParameterVariableFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"ShadowingParameterVariable","FN","FN","TP","TP","TP","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN"
"ShadowingStateConstructorParamFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"ShadowingStateConstructorParam","TP","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"ShadowingStateParameterFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"ShadowingStateParameter","TP","TP","FN","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"ShadowingStateVariableFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"ShadowingStateVariable","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP","TP"
"DeadCodeFixed","TN","TN","TN","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"DeadCodeUselessAssignmentFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"DeadCodeUselessAssignment","FN","FN","FN","TP","TP","FN","FN","FN","TP","FN","TP","FN","FN","FN","TP","TP","FN","FN"
"DeadCode","TP","FN","FN","FN","FN","TP","TP","TP","TP","TP","TP","TP","FN","FN","FN","TP","FN","FN"
"ERC20IndexedFixed","TN","TN","TN","TN","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"ERC20Indexed","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"InadequateOrIncorrectLoggingOrDocumenationFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN","TN"
"InadequateOrIncorrectLoggingOrDocumenation","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"ReasonStringFixed","TN","TN","TN","TN","TN","TN","TN","TN","FP","FP","TN","TN","TN","TN","TN","TN","TN","TN"
"ReasonStringRevertFixed","TN","TN","TN","TN","TN","FP","TN","TN","TN","TN","FP","TN","TN","TN","FP","TN","TN","TN"
"ReasonStringRevert","TP","FN","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN","TP","TP","FN"
"ReasonString","TP","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN","FN","TP","FN","FN"
"ShortAddressFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"ShortAddress","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"OutdatedCompilerVersionFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"OutdatedCompilerVersion","FN","FN","FN","TP","TP","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN","TP","TP","FN"
"FloatingPragmaFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"FloatingPragma","TP","FN","TP","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","TP","FN","FN","FN","FN"
"NoPragmaFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"NoPragma","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"ERC20ReturnTypeViolationFixed","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN","TN"
"ERC20ReturnTypeViolation","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN","FN"
"HardcodedGasLimitFixed","TN","TN","FP","FP","TN","TN","FP","TN","TN","TN","TN","TN","TN","TN","TN","FP","TN","TN"
"HardcodedGasLimit","FN","FN","TP","FN","TP","FN","FN","FN","FN","FN","TP","TP","FN","FN","TP","FN","TP","FN"
"ErroneousConstructorNameFixed","TN","TN","FP","TN","TN","TN","TN","TN","FP","TN","TN","TN","TN","FP","FP","TN","FP","TN"
